topic id,Connected nodes
4425,[6321 1558 3721 7346 7816 4873    1]
4426,[9475 8059 7816 8099 2306 1986 7719 3491]
4427,"[6274 7816 9475 3721 7760 7719 7504  274 6278 6168 2170 7424 6359 6113
 7508  288 6321 8133 9605]"
4429,"[8121 6260 7504    1 3721  158    7 8026  958 6113 7719 8117 7816  288
 1558]"
4432,[8117 7816 7903  288 8119    2    1 7719]
4431,[3721 8121 7719]
4433,[   1 6113 7508 3491 8102 8119 6249]
4434,"[7508    2    1 7816  288 7424 7504 7760 4873 7636 8119  164 9475 6235
 2170 7719 3721 7346]"
5377,[7636 6269 9288 9531 7892 9535 9549 9393 9496]
4435,[6244 8059  132 8119]
4436,[8119 4873    1 3491 2306 7816 6310 7636 3721  132]
4437,[7600  168 6260  132  274 2750 8159 6113]
4440,"[8113 8133    2 7816 7636 4873 6113    7 6168  100 7986  353  184 3721
 7903 7504 8117 7719    3 9475 8125]"
4438,[3721    1 1209    7 1558 8133]
4439,[8054 8113 1558 7816    7]
4441,[4873 8133 7903  274    7 2220 6278 7504]
4442,[6321 8133 6113]
4443,[7346 8133 6321 4873  287]
4445,[7719 6249  353 9475  274 3721]
4444,[6278   56 7346 8054 8026]
4447,"[   7 6260 6113 3721 7424 6278 9475 7346 7504 6269 7816 8059 7508 8119
 8113 4873    0  168 1558   68]"
4448,[6278 6235 8119 7346 3491 9475 6155 4873 8117  281 8153 7719]
4449,[6278 3721  353  293 6235 8119 7757]
4450,[8113 7816    7]
4451,[8113 2820  288 6278 7504 7903 7719]
4452,[4873 7508 7903  288 9475 8133 3721 6321 7504]
4453,"[9475 7504 3721 8149  281  132    4 2306    1 7600 2750 6235 8125  288
 7719 7816 8133 7986 7543 6113 7760 6278   56 8151]"
4470,[8159 7346  281 4873 3721 8151 8133 7424 8099 2170 7816 7636 8026 1558]
4454,[8149 3721 4873 6168]
4456,[8117 7600 8133 8099  274 7816 9475 8102 7346 8149]
4457,"[7600 8099 9475 7346  130 6278 8133 3721  288 7504 6151 7636 8650 8018
 9112 9174 9446 6113 9471 9393 8736 2220 7424 9149 9503 9144 9848]"
4458,[ 274 8133 7600 8149 7481 8736 8165    4    1]
4459,[7719 3721  132 6359  287    1]
4461,[6278 8149  132 7903 8133 6155 7719 6113 4873 6168 8260 8117 1558 9176]
4462,"[ 287 8149  293  274 7903 8133 2306  132 6168 7986  288  100 6278 7504
 9475   56 8153 7816 7346 7636 8184 4151 8264 8059 7294 7543 8816 8192
 8650 8060 9051 1558 8494 8260    0 9144 9176 7604 9267 2075 9503 9149
 9112 8232]"
4463,[2220 7504 8140  132  288 9475 8102 7346 8133  274 7903 7719 8117 4873]
4472,"[8151 6168 6113    1 3721 8133 7719 7760 9475  288 6278 6269  353 7636
 8184 7346 8026 7504 2220 8260]"
4465,[6168  281 7504 8117 8133  288 7816]
4464,[3721 7903 8133]
4467,[8133 7504  274 8149    1 7346 1558  168 6278 6359 9503 9446]
4466,[8133 8054 3721 7719 8151 7903    1 6249 7986 7504 1558 7816]
4477,"[7636 7508 1558 8151    1 8117    2  281 2820 7903  287  353  288 7504
 8149 6310 7600 6113 9482]"
4469,[8153    3 7986  353 7719 1209 2306 1558  132 7816]
4468,"[  85 7346 7986 6106  274    7 7504  288 1558    2 6235 4873 8117 9475
 7719 7816]"
4471,"[8151  293 6274 6113 8102 7719 6278 2306 7903  353 7481 7636 6321 7346
 7986 1558 6359 7816  164 8026 8173]"
4473,"[6168 8151 6113  274 8117  132 3491 9475 6155 7962 6321 8133 8102 4873
 7504 2392 6254 7496]"
4474,[   1 8151 7719  164  281 8149 6260 7816 7636]
4476,[7962 6113 6269  168 6249 7504 8151 8102]
4478,"[8165    3 7816 8151 1558 2306 9475 8099 1209  100  132   56 8173  353
    0 8153 7346 6168 8125]"
4481,[6235 7424 6254 6269 8151 6321 8117  274]
4494,"[6113 8173 8102 6278 7719 6359 7636 7504 6274 1558  132 7346 7888 3721
  353  287 6122  281 7816 1209 8054    1  274 7600 2392    0 4873 8026]"
4482,[8151 7903 2170 9475 7600 7816 2306  281 6359 7636 2392]
4483,"[8102 8151 7903    7 7816   68 8117 7719 7504  281  288 7508    1 8060
 3721  287 8173 1558 6237 2306 6260 4873 7636 9475  164  132 2392 6155]"
4484,"[8151 7816 6254 8133    1 8026 3721 8060 7508 2306 1558 9475 7504 2170
  288 8173 7903  287 6113 8099 8159]"
4485,[   0 8151    1 6155 6237   85 7636    7  288 8018]
4486,[8173 7816  353 8125 7719 8151 6310]
4487,[9475 8173 7903 7986 8117 7346 7600 7424 6168 8151 7760  274 7816 4873]
4516,[2220 8102 6113  288 7719 7816 8099 8133  274 2820]
4490,[7600 9475 7346 8173 8159 6260]
4489,[7346 6321 7986 8151 8117 8102 8173 1558 4873 8133]
5395,[6274 1558 9568 9288 7636 7600]
4491,[8173 7600    0 8102 9475 8117 2220]
4492,[8173 8151  287    0  274 7600 7816 2392]
4497,"[8102 4873 6359 6113 6278  353 7508 2306 6151 7504  287 1558    1 8184
 7346  274 9475 9393  164 9503 9144 9149 6260 9288 7816 6237 9267]"
4493,[8153 7346 9475]
4495,[6168 8151 8117 8054 3721    1 8184 7760 9475 7816 7636 7346 6278 6235]
4498,[7508 3721  287 1558 6113 2170  353  288 6359 7816 8151 8133 7504 7636]
4499,"[8102 7424 6155 2820 6168 3721 7816 6274 6254 6321 7346 7496 7481 9475
 2392 6144  274 7504 8173  281 3491 4873 7986 2170]"
4501,[6321 8151 6113 6235 7600 8650    1  288]
4500,[8184    1 7760 1558 8099 7636 8165 6310 8026  288 8018    0]
4502,[8184 1558   56 7600 8173 8159  287  958 7424  281]
4503,[7636    7 7816]
4505,[6168 8133 1558 6113  281 7346 8153 6269  333  288 7986]
4506,"[1558 8153 8151 7346 2306  958 8173 6269 2820 8026 8060 6278 8117 9475
 7816 8099]"
4504,"[7760 8184 6113  274 7816    1 8165 7719 7636 2170  958 7600 8151  288
 8346 9408 8192 9446]"
4507,[7346 3491 8151]
4508,"[7636  288 7346 8153 1558 8165 7600 7508 8117 7760 7504 6321 9475 8151
 7719]"
4509,"[9679    1 8173 8153 7986 6113 7481    2  287 7346 6278 8125 8151 9475
  333 6155 7504 4873 8018 8102    7 6122   85 1558  274 2392 8232    0
 9144 9112  281 9531 6269 9288 9563 9304 7543 9620 6359  283  131 9571
 9393 9668 9335 9681 9720 2750 2170 9503 7508 9217 9149 6208]"
5925,[9304 9549 7600 9534 6155]
5891,[   1 9288 9620 7496 6321 2170 9705]
5689,"[6217 6269 9571 7543 9555 9475    4 9679 7757 7424 9446 9149 9698 7636
 9519  288 9144   44 9620 9668 9217 9288 9174 7504 6113 8816 9534 7496]"
4510,[7636 6113]
4520,"[7504    7 6168 6113 2392 1558 4873 7719    2 8117  333 7481  281  100
 7600 6310 3721 7496   68 8018 6269 7508]"
4512,[7636    2 8018  288 7504]
4511,[6168 6113 7636 9475  288  274 7504 8102 8192]
4513,[7636]
4514,[8018 1558 7636  288 7504 6237    0    7]
4515,[8207 4873  281 7636 8151    1  288 6359 7719 6260 6113]
4517,"[8099 8192  288    1 8184 2820 7636  274 7600 7760 1558 6249 7346 8102
 2392 8125 7816 7504  132 8736 9601 9144 9174 9393 9475 9617 9334 9555
 2220 8816 9619 9384 6269 9288 6155]"
4518,[8192 1558 2306 6168 4873 8125 8153  281 7481 7875 8026    0]
4519,[   0 1558 8133 8650 8698]
4523,[8192 8018 9475 1558 6237 8059 7636]
4521,[8117 3721 1558  287]
4522,[1558 3721 8102 8260 7600 9503]
4524,"[8133    0 3721 7816 8151 8026    1  100 6113 6359 1558  288 7636 7496
 8018]"
4525,[7636 3721  333 6113  100 8117 1558 3491 8151 4873 7719 7816 7504]
4526,"[6122 8117 7504 6168 6113 7424 6321 8133 6359 9475 1558 7719 8018 8151
 7636 8212 8102 6310 7816  164  274]"
4528,[7636]
4531,[7424 6113 7903 7816 8232]
4527,"[7508    2 1558 4873 8133 6113 8026  333 7816 8117    1 6310 6278 6249
 8018 9240 9112 4151]"
4536,[7600 6269 6321 8125 8102 3721 8151 8059 1558  288 8192  164 6274   56]
4529,[8125 6155 8173 7636 8102    7    1 9475 6359 7346]
4586,[8346    1 2170 2392 8117 9475  274 7719 6113]
4530,[ 164 7816 6113 8151]
4532,[7760 8151  100  164 4873 7504 9475]
4539,[3491 7903  288 9475 7504 8099]
4540,"[7986 8192 1558 3721 4873  281  164  132 2306 7504 7719 7760 8133 7816
 8151    1 8102 7636 2220  274 7346 8117 8099 6113 1209  288 7903 6321
 6359 8018 2392]"
4547,[8102    1 8232 7600]
4545,[8232 8102 6151 8026]
4541,[8133 7986 7719 7504 6168 3721 6151]
4552,[7636 8018 6278 8133]
4553,"[3721 6321  333 8133 7346 7816 8117 7719 6235  288 8153 7496    7 8059
 8018 7504    2 9475]"
4554,"[8264 3721 1558    1 2306 6359 7346 7816  288  293 7504 2170 7636 7986
 2392    0 8018 8133]"
4555,[8314 3721 6254    2 1558  132 8192    1 8133  288 6278 7760]
4556,[8117    1 1558]
4558,[8165 6278 8117  287 6151]
4559,[8346 8133  100 1558 7600 8018]
4564,[7346 7636 2220 6321 6122 8133 2392]
4561,"[8346 7719    1 7346 2820 8102 6155 6113    2 7496 7600 7636 8232 7427
 7760 7424]"
4562,[8358 2306 7636 7816 7600 8099]
4563,[8260 3721 8133 7636  353    1 2392 8192 1558 7719 7903 7816  281 8018]
4569,[   0 2170  132 2306  958    1 7962 1558 7636]
4568,[8346  287 6359 7543    1 7346]
5628,[9621 9149 7636 9519 8102 9679 7760 9267]
5725,[6274 1558 7481 7962 7643 8102 9679 9571    7]
4567,[   1 7600 7719 6249 8102 8260  274 8133]
4622,[7903 8117 2170 7816 8133  281 6249 7719 3721 8698 8260 8102 6278]
4570,[   0 2306    1 7600 1558 7636 8133]
4571,[7636 7816]
4573,[8435 7903 8059 7719 6237 7760    1 8018]
4575,[7508 2170   68    1 2220 8454 3721  287 7636 7816]
4580,"[8264 8133 7816 8117 7962 7636 7543 9475    1  287 8343 7986 7481  158
 7600 6144 7508 8260  274 9240 1558 9267 9334 2220 9149]"
4574,[8435 3721  333    1 7903 8133 2170 7816 8018 6237 7962]
4579,[6113 7600  333 8059 7903 8117 6278 7816    2    1]
4577,[2220 1558 7636  333 8133 3721 2170  164 7600 7816 6322 8117 9174 9475]
4578,"[7636 8117 3721 8133 6322 6359 1558 6278  353 7346    2 7719 6113 7760
 7504 8343 9240 7816 7643   56]"
4581,[3721 8059 8133    1 9475 7636  132]
4583,"[ 288 6113    1 8454 2306 8435 6359 7903 8192 2170 7636 8133 1558 2750
 7816  132 7346  158 8117 8650 6249 8153  274]"
4632,[8650 8698 8192 8133 3721 7504  288 7719]
4582,[6278]
4584,[ 281 6321    1 8117 2170 6113 7816 7760]
4587,[6278    7 3721  281 8117 9475 7636 8816]
4588,"[ 131  130    1 1558 8102 2392  132 7346    2 6113 7986 3721  164 8133
 3491 7504 7719 8117 7816]"
4591,[6269 8133 4873 8117 2220 7962 6113 7346]
4589,"[8343  132 7636 8133 7719 2170 2392 7986 8159    7 6249 7481 1558 6359
 6168 8153]"
4590,[7346  281 6359 6113 9475 2220]
4595,[2306 1558 8133 6359 7636 7760  353 9475  958]
4592,[8346 2392 7719 6113 8133 4873 1558  164 8117 7816]
4593,[7962 6113 7875 7719 6321 6359 6322 7816 2306 7636]
4615,[7294 3721 7600 7816]
4597,[7816]
4594,[8192    0 9475  132  333 1558 8494 8060 8153 8117 6113 8650 8018 6269]
4596,[   0 7816 8192 7636 8060 7600 9475  168 1558]
4599,[8627 8133 6274 1558    1 7986 7760 7719 2170 2306 7620]
4598,[ 132  281 1558 7481 8133  333 7986 7816 7719 8117 8232 7543 9475]
4603,[2170 7719 3721 7816]
4601,[6168 1209]
4604,[1558 7816]
4602,"[7816 6359   68    1 7504 8133  333 7481 7346 7719 3721 7600 6144 6278
 2392 6113 8650  164 8310 7508 9109 6260  100 6207 8018 6321    7]"
4606,"[6310 6359 9144 1209    4    1 8260 2170 3491 7816 9051 9112 6269 7643
 7543  132 6155 9384 7600 9393 9503 9288 8102 9475 9149   29 9531 7424
 9217 9584 9610 9692 9668]"
4605,[8627 2170 7719 8494 1558 3721 7986    2 8153 7760   68 7875 7636 6269]
4607,[7719 8133 8117 7346 7986 2392 2820 2170 6321 9475]
4609,[   1 7600  333 8264 8260 6278 7719 7816 8133 7508  287]
4608,[2170 6359 1558 6144 8264 8133]
4610,[8153 1558 7816 6359 8133]
4611,[   1 3721 2170 6322 1558 8346 9267    4]
4612,[8260 2170    1]
4616,[7600    1]
4614,[   1  353 6113 7600 8117  287 6278 7760 7636 8346 8698 1558 6322 7945]
4670,[6321 8133 7903 8982 7760 8117 4873 7600 9475 6278 8650 6144 8971]
5516,[9304   44 9626 6113 7757 9149]
5384,[9570]
4620,[8736 2170    1 1558 7719 6274 9475 7600  333 7816]
4621,[7600 6260 7346 3721 8133 2170 8260  274]
4623,[8698 2170 8133 8117 7816]
4624,[7816 8133  333 2170   56 6113 4873   68]
4633,[   1 7962 2170  353]
4631,[7851 1558 8133 3721 2306 7636 6168  288]
4625,[2170 1558 7760 7620 2392 9482 9334 7600 9174 9551]
5281,[6113 7424 9503 1558 8102 2220    4 7504]
4628,[2306  353 7600 1558 6168 7719 7636]
4626,"[7508 7620 8650 7636 8736 6155 6113 8133 8212  274 8018 7600 8232 1558
 9475 3721 8698  281    1 6322 9051]"
4627,[6322 6113]
4629,[8698 8133 3721  281 7719   68 1558 6278    1]
4635,[   0 6269 7719 7636  333 8133  168 7962 3721 7496 1558    1 8018 8153]
4630,[8212 7636 3721 7719 8133 1558 7962 6168]
4649,[   0 1558 2306]
4634,[8698 6249 8192 2820 8117 9475 7962 1558    1 3721 8133 7424 8153]
4647,[7962 7760 6113 8153    7  288 6278 8816]
4636,[6322 2170    1]
4637,[8117 6322 7903 8133    2    1 3721 8018 7760 6321 7424    4 8698  164]
4639,"[7508    1 8133 8698   68 2220  287 6122 7346  164 8736 7760 1558 9475
    4 8650]"
4638,[8816 1558 2170  287 3721 7719 7504 8153  100 8099    4 8736  353 9475]
4640,[7962 8133 1558 7760 7346  287 9475 8698]
4641,"[8627 8736 1558 4873 7346 9475 8698 7816 7719 7986 6249    2 6113  283
 7760  274  287]"
4642,[1558 7719 8117 7986 9475 8232 8099 7504  958  287]
4940,[   1 9267 9288 2820 1558 7760 2170    7 7504 6359 8125 9176 9475 7424]
4646,[6278    1 2820 2170 8117 7816]
4643,"[9475 8698 1558 7903 7719    1 8133 8117 7760 6113 7816 6322 7504  287
 7636 6249  505 7600 8650]"
4644,"[2306 1558 3721 8133   44 7719 7504  281 7600    4    1 7986 7760  333
 7816  274 8117 6278  288]"
4645,[6322    1 8099 7719 8698 1558 4873  100 7504  283 6113]
4648,[   0 2170 1558  281 7816 7600 7496 8650]
4650,[   0    4 2170 8133 7719 1558 7504 7760 6113 7600 8153]
4651,"[7816 7903  132 7719 7962    1 9475 7346  505 8125 6278 1558 2306   53
 8059]"
4652,[132]
4653,[8192 8133 7481 9475  333 6278 8018]
4657,[7962  287 7496]
4654,[   0    1 1558 8133 6278  274]
4655,[7600  287 8260    0  100 8018 7504]
4658,"[3721 8310 6278 8133 2170 1558 7816 7986  287    1 7636 7496 8099 6269
 7424 8982    2    3]"
4659,"[7508 7962 6278  288 6151 8059  132 8018 1558  887 8133  281    1 9475
 2220 8060 6113 8153 6168 7760 6269  333 8816 8310  287 7496 8117 4873
    0 8099 8260 8192 8650 7816 2306 8982 8736    7 2170 7903  274 6155
    4   68 7346 9335]"
4661,[ 288 7903 8310    1 8650 9475]
4660,[ 288 8018 8650    1]
4662,[ 288  287    1 9475    7 8816 6207 6271]
4665,[8310 7816 3721 6254  274 9475 8650 7346 7600]
4663,[8943 1558  288 7600 8133  100 7816 8260  274 6278 4873 8816 7719 9475]
4664,[8982 1558 8650 8816 8133    1  100 7816 7636 6278  353]
4666,[8982 8816 7892]
4667,[8260 7719]
4668,[8971 3721 9475 1558  100 7508 8650    4 7600 8133 2170 8232  274 7636]
4671,"[ 132 9176 3721 8117  287 8971 6151 7903 6113 6269 7816 6249 1558 8133
 7346   53 9288    1]"
4669,"[8971    1 7903 8982 1558 3721 8133 6151 2306 7636 7600    0 7986 8117
 7719    4 9475 6168 6269]"
4672,"[1558 7346 9446 9876 6113 7760    1  288 6249    7 6321  333    4 8133
 6278 6168 8060    0 8982  287 2170 8059 1209 6269 8117 7600 9475 7504
 9210 7719 6155  283 9174 7643 7508 9112 7903 2820 7816 9176 9217 6122
 6274 7986 9335 7424 9288 9304 8816 6208 7543 9334 9481  353 6237 9149
 6359 9503 9144  887 9531  281 9592 9535 9521 9704 9679 9668 9620 9353
 9690 9393 9786 9673 9910]"
4675,"[8133 8943 6155 6269 7903 6122  132 2820 1558 7346  293 8982  274 7719
    4 7816    0 3721 8232    1 2306 8117 8310 7543 6168  100 7508 8018]"
4673,[9051    1 1558 7636 8971 2306 8133 8982 3721 8232 8099   68    4 8018]
4679,[8971 8133 8018]
4678,[7962 3721 6168 2750 6260    7   68 9673]
4683,"[9475 8346 8971 8133 8816 6269 7504  274 8117 8192 1558  288 9217 9176
 6113 6310]"
4680,[   1  333 7719 7600 8310 1558 8099 8119 6113 9475 7504]
4681,[8346 9475 7760 8816 7504 7346]
4684,[9109 9475 7504    1  293 8133 8971 1558 4873 8018 7719 6269    7]
4682,[8346 9475 7346]
4685,[1558    1 8971 3721 8346 9475 7600 8117]
4814,[9186    1 9174 3721 9112 2306 9144 4873 4151]
4808,[6168 8117 8102 6144 6310]
4764,"[8982 7962 7760 8494 9475 7719 1558 7636 7816 6168 7600 9150 8102 8117
 8125 9112 7424]"
4688,"[8816    1  132 6168 3721 8133 8982  287 7504 9475 1558 7346 6278 8117
 8346 9116 7636 7903 8736]"
4687,[6168 1558 8133 8310  274 7424 9475 7504 8099 8971]
4689,[8099 6168 7346 1558 2220 7504 9475  958    4 6113 7496 7816 8059]
4694,[8346 6113 8018]
4690,[8816    1 9475    4 8346 7508 7760 8133 6113 1558  333 8119 8018]
4707,[   0    1 8059 8099 6113 6359 9475  274 1558 8018]
4691,"[4873 9620 9792 9149  283 8346 8133 2306 6321 8117  164 9475 6278 7816
 7504 9112 7719 7760 9728 9704]"
4692,[7508 8119  288 9708 7543]
4693,[8982    1 7504 8971  958    0 7543 6156 2170 7760 7424 9288]
4699,[7636 9116 8982    1 6310 8119 8971 7719]
4698,"[6249 7508 2220 2170    1 8119 8982 7504 7600 7903 8232 7816 9109 9475
 1558 8117 4873 9144 9149  281 6321]"
4696,[2306]
4701,[6237 8018 8119 8346]
4703,[8260 2306]
4704,[8102 6113 8232    1 7600 7636 8060 8119 3721 7719  274 8982 7816]
4700,[8971    0 8133 9475]
4705,[7346 8212 4873 6321 8232 9519 9636]
4706,[   0 8099 6359 7816 3721 6168 9475 7346 8133]
4709,[7816 8099 8494 6168 1558 9109 8119]
4708,[6168 6113 2170 9475]
4711,[8018 8982 8117 7504 7816 7903    1 6113 8494 7760]
4710,"[7600    1 3721 8133 9109 6359  287 8018 7543 6113  293 7504 8117 8119
 1558 4873 9304 9571 9335 9503]"
4712,[3721 8133 9475 7504 4873 8099]
4713,[4873 6269 7504 7600 6113 9475]
4714,"[8099 1558 8494 2306  958 6359 9475 7760    0 8165 7600 6168  287 7424
 7719]"
4715,"[8260 6113 2306 6168 3721 7816 7719  274 8310 7504 1558    1 8117 7986
 9475 8018 7760 9393 9605 7508 9174 9573 9610    4 9551 9728 9807]"
6094,"[9304 7600 9626 9288 7424 9571 9668 9807 9476 9248  293 2820 9622 9705
 9876 9521 8232 7504 9728 9872 9334]"
4719,[ 158 2306 8212 8018 6278 8117 6113 7504 9109 8125]
4726,[6278 7504 7816 6113 6151 8099 1558 4873 8310 8982]
4717,"[9174 7962 9109 8117 6113 7816 6359 7504  958 8260 2306 6278 7346  283
 1558 6168 2170  293 7760 7543 6269 9503 9584 8816 9679]"
4718,[4873 7903 3721 8117 8018 7816 7346 8165 1558 7504 7719  287]
4721,[7481 8117 1558    1 6113 6359 7636 6151 7719 4873 6165]
4722,"[7508 8133    1 3721 6168  130  131  287 7504 6359  274 2170 6278 7816
 7346 7903 1558 8018 8971 7719 9475]"
4730,"[   1 1558 7508 6359 7816  287 7600 7346 6113 8102  274 9112 8982 8018
 2306 7719 7636  132 9116 8346 6278 7903 7424 8310 9217 9610 9304 7757
 9728]"
4723,"[7508 6113  353 8232 8125 9471  283 9475 7346 9503 9334 7719 7504 6321
 7424    1 9586 9335 6207]"
4724,[7508    1 7543 2820]
5564,[9478 9304 6113  281  287]
4725,[7346    2 2170 4873 2306 1558    4 8133 7986]
4728,[ 274 8212 7346 8117  131 7508 6359    1 7636    4    0 9605 9174]
4729,[7346 8133 9112 7405 8982    1  100 7760  125 8018 8650]
4732,[8494 1558 6359 6151    1 9109 6260 3721 7816 7600 7508 9559 9496]
4731,[   1 6278 2306 8494 7816  287  274]
4733,[8018 9150]
4735,"[9144 1558 7962  274 7816 6278 9112 7405 7636 7719 6113 8018  287 6359
 9149    1  353 9475]"
4734,"[9112    1 1558 8060 8494 6155 8260 7816 7600 2306 9176 9475 7346 8153
 6260 6269  281 9288 8346   56 9210 7636 2170 9144 6359 9531 9496 7543
 8310 9548 9606 9571 9654 8232 9335 9304 9784 6113]"
5816,"[ 283 7643 1558 9288 9668 9620 9612 7760 6155    1 9720 9742 6269 6321
 9571 8816 2750 9475 9334 9446 9679 9619  353 9149 9144 6359 7504    7]"
5424,"[9590 6274    1 9555 9446 4873 7346 7496 9112 9144 1558 9481 9288 9569
  288  353 6359 9475 6122 7643 7760 9496 6113 2170 9174]"
5325,"[ 287 9304 7424 9288 9531 6144 9535 6113 7760 9534 1558 9335 6122 9503
 6269]"
5046,[7719    1 1558 7481 6168 9569]
4736,[7636 6113  353 6359]
4737,"[9112 7643 6113 7816 6359  287 9144 8650 7986 3721 7600 6122 7903 7719
 7636 6168 2306  281 7504 7757 6274 8026  168 7620 9174 9152 4151  175
 2075  333 7424 9176    1 9217 9367 8736 9393 8310 9551  293 2750 9634
 9304 9655 9848]"
4738,[   1 9144 8650 1558 6168 9475 6113]
4739,"[9148 7508 1558 9144 7816    1 7346 6249 9149  130 6113 8650 7719 8192
 3721 7986 9475]"
4740,[7508 7816 7962  130 2306 8260 6260 7543 9475]
4741,[9149 2306 1558 9144    1  130 7508 4873   44 9475 7816 7636]
4743,[9149  130   44]
4748,"[7346 6113 7903 9112 7816 8260 1558 2820 8059 9148 9116 6144 9475 7600
  288 9149 6278 8117 9186    1    4 7504 6271]"
4744,[7760   68  274 1558 2170 7903]
4745,[6168]
4746,[7636]
4747,[8018 9144 6237 8059 7816 9150 8346]
4752,[   0 7508 8119 1558 7636 9144 6310 6155 7405 8117 9475 8971 7424 7816]
4749,[7600 8099  274 7816  130 6260 7719    1 9112 7424 9176 7757]
4750,[9150 9112 9144 7816  353 8018 8059 7600 1558 9149 8346]
4751,[7962 6359 8117 6168 6113 7636 7757  288 7481 9496]
4754,[9149 7760 1558 7636]
4753,[1558 7816 7719 7760 7986    1]
4755,[7962 7986 9152 9475 6260 8494    0 7481 8212 6359  274 7504 9174 8018]
4756,[9152    1 2306 1558]
4757,[8346 8119 9150 8018]
4760,[   1 1558 9144 7760 7508 7816]
4758,[   1 1558 8117 8192 8119 9144 6168 9112  274 7816 7346 4151]
4759,[8346 7816 6237 8018]
4763,[8346    1  293 1558 7504]
4761,[7962 6260 1558]
4762,[   1 6168 1558 7816 9475  100 8099 8102 6271]
4765,[8346  287    1    2 1558 9112 8971]
4800,[8346]
4766,[7622 6168 8260 1558 8059 2306 7636  287 6113  130 9475 7600 7816 6271]
4767,[2306 7504    1  287 7719 7816 8117 4873 7760 6271 2220 8018 8059 7600]
4768,[   0    1 1558 9112  130 9144 7760 8102 8099]
4774,[   1    0 6113 7600 3721 9176 9144 8018 6359]
4769,[7508 1558    1 7600 9112 8102 7816 8117 8099 7760]
4777,[9176 2820    1   44 7816 9144 8494 1558 7405 7903]
4770,[6168 8494    1 4873 9112 9144 7816 6113]
4773,[6260 7816 7600]
4771,[6122    1 9144 9475 7504 2306 4873  274]
4772,[   0    1 8494 9112 1558 6113 8260]
4775,[   1 8165 8153]
4776,"[9571 1558 9519 9668 6269 7543 8212 9144 6260 6168 7481 2306  333 8102
 8232 7760    1 7719 9475 7600    4 9304    0 8260 9152 7636 9584   68
 9679 9496 9606 6155 9784 9705]"
4778,[7346 7760 9475  281]
4779,[9174 9144 9176 8494 7600 1558    1 7719  958 6260]
4781,[9174  281 2306 8212  353 1558    1 7346 9144 9112 4151    4  132  283]
4780,"[8494 2306 7719 9475 8102 9144    1  293 7760 7481 6359 6168  353 6155
 8260 6113 7816 7903 3721 7504 8117 9112 9176 7600 1558 7508 9174 1209
    2  281  288  333 2075 7424 9334    0 7543]"
4782,[8971 9174 8494 1558 7986  130 4151 9267  288 7346    4 9503 9531]
4783,[7719  287 7760 8117 6113  353  281 7346  130 6269]
4784,[   1 8494 6249 3721 9174 2170 1558 8346 7600 6113]
4785,[8346 7481 9144 9174 8971 8018]
4786,[8346 8018]
4788,[8018]
4789,[7504 8346 9150 8018 7346]
4792,[   1 7875  353 8102 8018 9174 1558 7504 9491]
4790,[   1 7600 2306  287 9112 7760 1558 7816 9144 7757]
4791,[3721    1 7508 7962  333 9144 7600  293 7816 7903 9176 7986 7504 8260]
4805,"[9194 9144 6359    1 7600 7816  958 9176 8125 7903 1558 7760 9112 4873
 6249 9174 7719 7543  164 7643 8133 1209  281 7636]"
4801,[   0    1 9144 6359]
4793,[7760    1 7816 9144    4 9112 9174]
4794,[7346 7816  132 9150 7636 7903]
4795,[8346  287 6237 8018]
4796,[8346  287 9176 9152 8018]
4797,[   1 9353]
5745,[2220 7424 9503 9571 6359 6113 6321 9719 9475]
4798,[7508 9144    1  293 3721 7816    0]
4799,[   1 1558 4873 7903    4 7636 7816 2820 8102 6113 7543 7504 8018]
4802,[   0 1558    1 8260 6359  150 9194 9174 9690]
4803,[   1 9150 1558 7424 9288 9267  104]
5016,[9353]
4848,[9152 9475 6359 7643 6113 7816 9174 2306]
4816,[6278 8018 8232  287 7508    1 6155  293 7903]
4807,[9174 8102 8117]
4809,[3721    1 9475]
4810,[9176 8260 6113 6249 7504 1558  281 9174 8117 8102 9112 9152 3721 9475]
4811,"[   1 9186 1558   44 7508 7504 9112 7760 7816 6249 9176 9174 7719  333
 7636 6260 9144 3721 2170]"
4813,[9174 7504 6359 9186 6113  132 7481 7866 9144    1 9112 7962 7346]
4840,"[7604 7600 7504    1 7986 9112 1558 9176 9144 4873    4 7405 2170 7346
 4151 9174 9475]"
4812,"[2306 8018 9112 8059    1 9176 9174 7903 6359 7816 6113  132 7346 8133
 7757 7643 7504]"
4815,[8192]
4835,[9174 3721 6271 1209 2820 7504 7986 1558 7816 9150]
4817,[1]
4818,[1]
4819,[   1 7719 2170 7816 1558]
4843,"[8153 9475 9876 9916 6321 6113 9650 1558 9288 7719 8260 8192 7903 9176
 9217 7760 8232 2306 9152 6359 7986 9334 8125 8346 7600 6168 2750 9322
    7    4 4873 7816 7424 2220 8736 6155 7508 6269 9503 6122 9446 9144
 7346 9496 9304 9112 7543 9531 6237 8310 7892 9174 9535    1 8102 9571
 9584 9568 9592 9606 3491 9598 9149 9629 9267 9679 9654 9668 9534  283
 9742 9510 8099 9681 9673 9784 7504 9353 9521 9879 9690 9634  281]"
6110,[9900 9446 6249 9304 9807 9847 2820 9876 9353 9728]
6001,"[9851 9304 9521 1558 9144 9503 7760 9149 9393 9728 9792    1 9353 9240
 9534 6269]"
4820,[1]
4821,[1]
4822,[   1 1558 8165]
4823,[1]
4824,[   1 9174 9475]
